hopcount;cpuusage;cputotal;numservices
7;0.0;4480000;0
6;0.0;2800;3
5;0.0;28000;3
4;0.0;28000;1
3;0.0;28000;1
2;0.0;28000;0
1;0.0;28000;1
6;0.0;100000;0
