hopcount;requestratio
3;30;0.1
3;30;0.1
3;30;0.1
3;25;0.12
2;30;0.1
2;30;0.1
2;30;0.1
2;30;0.2
2;30;0.1
2;30;0.30000000000000004
2;10;0.9000000000000001
2;25;0.36
2;25;0.12
2;25;0.12
2;25;0.12
2;25;0.24
1;10;0.30000000000000004
1;10;0.30000000000000004
1;10;0.6000000000000001
1;10;0.30000000000000004
1;10;0.30000000000000004
1;10;0.30000000000000004
1;10;0.30000000000000004
1;10;0.30000000000000004
1;25;0.12
1;25;0.12
1;25;0.12
