hopcount;requestratio
2;10
2;10
2;10
2;25
2;25
2;25
2;30
2;30
2;30
2;30
2;30
2;30
2;30
2;30
2;10
2;10
2;10
1;30
1;10
1;10
1;10
1;25
1;25
1;25
1;25
1;25
1;25
